"city","county","state",fips
"cordova","valdez-cordova census area","AK",2261
"cordova","walker","AL",1127
"cordova","rock island","IL",17161
"cordova","talbot","MD",24041
"cordova","richmond","NC",37153
"cordova","seward","NE",31159
"cordova","rio arriba","NM",35039
"cordova","orangeburg","SC",45075
"cordova","shelby","TN",47157
"corea","hancock","ME",23009
"corfu","genesee","NY",36037
"corinna","penobscot","ME",23019
"corinne","box elder","UT",49003
"corinne","wyoming","WV",54109
"corinth","grant","KY",21081
"corinth","penobscot","ME",23019
"corinth","alcorn","MS",28003
"corinth","saratoga","NY",36091
"corinth","orange","VT",50017
"corn","washita","OK",40149
"cornelia","habersham","GA",13137
"cornelius","mecklenburg","NC",37119
"cornelius","washington","OR",41067
"cornell","livingston","IL",17105
"cornell","delta","MI",26041
"cornell","chippewa","WI",55017
"cornersville","marshall","TN",47117
"cornettsville","perry","KY",21193
"corning","clay","AR",5021
"corning","tehama","CA",6103
"corning","adams","IA",19003
"corning","nemaha","KS",20131
"corning","steuben","NY",36101
"corning","perry","OH",39127
"cornish","york","ME",23031
"cornish","sullivan","NH",33019
"cornish","cache","UT",49005
"cornish flat","sullivan","NH",33019
"cornland","logan","IL",17107
"cornucopia","bayfield","WI",55007
"cornville","yavapai","AZ",4025
"cornwall","litchfield","CT",9005
"cornwall","orange","NY",36071
"cornwall","lebanon","PA",42075
"cornwall bridge","litchfield","CT",9005
"cornwall on hudson","orange","NY",36071
"cornwallville","greene","NY",36039
"corolla","currituck","NC",37053
"corona","riverside","CA",NULL
"corona","lincoln","NM",35027
"corona","queens","NY",36081
"corona","roberts","SD",46109
"corona del mar","orange","CA",6059
"coronado","san diego","CA",6073
"corozal","corozal","PR",NULL
"corpus christi","nueces","TX",48355
"corral","camas","ID",16025
"corrales","sandoval","NM",35043
"correctionville","woodbury","IA",19193
"correll","big stone","MN",27011
"corrigan","polk","TX",48373
"corriganville","allegany","MD",24001
"corry","erie","PA",42049
"corryton","knox","TN",47093
"corsica","jefferson","PA",42065
"corsica","douglas","SD",46043
"corsicana","navarro","TX",48349
"cortaro","pima","AZ",4019
"corte madera","marin","CA",6041
"cortez","montezuma","CO",8083
"cortez","manatee","FL",12081
"cortland","dekalb","IL",17037
"cortland","jackson","IN",18071
"cortland","gage","NE",31067
"cortland","cortland","NY",36023
"cortland","trumbull","OH",39155
"cortlandt manor","westchester","NY",NULL
"corunna","dekalb","IN",18033
"corunna","shiawassee","MI",26155
"corvallis","ravalli","MT",30081
"corvallis","benton","OR",41003
"corwith","hancock","IA",19081
"cory","delta","CO",8029
"cory","clay","IN",18021
"corydon","wayne","IA",19185
"corydon","harrison","IN",18061
"corydon","henderson","KY",21101
"cos cob","fairfield","CT",9001
"cosby","andrew","MO",29003
"cosby","cocke","TN",47029
"coshocton","coshocton","OH",39031
"cosmopolis","grays harbor","WA",53027
"cosmos","meeker","MN",27093
"cossayuna","washington","NY",36115
"cost","gonzales","TX",48177
"costa","boone","WV",54005
"costa mesa","orange","CA",6059
"costilla","taos","NM",35055
"cotati","sonoma","CA",NULL
"coto laurel","ponce","PR",NULL
"cotopaxi","fremont","CO",8043
"cottage grove","washington","MN",27163
"cottage grove","lane","OR",41039
"cottage grove","henry","TN",47079
"cottage grove","dane","WI",55025
"cottage hills","madison","IL",17119
"cottageville","colleton","SC",45029
"cottageville","jackson","WV",54035
"cottekill","ulster","NY",36111
"cotter","baxter","AR",5005
"cottleville","st. charles","MO",29183
"cotton","mitchell","GA",13205
"cotton","st. louis","MN",27137
"cotton center","hale","TX",48189
"cotton plant","woodruff","AR",5147
"cotton valley","webster parish","LA",22119
"cottondale","tuscaloosa","AL",1125
"cottondale","jackson","FL",12063
"cottonport","avoyelles parish","LA",22009
"cottonton","russell","AL",1113
"cottontown","sumner","TN",47165
"cottonwood","houston","AL",1069
"cottonwood","yavapai","AZ",4025
"cottonwood","tehama","CA",6089
"cottonwood","idaho","ID",16069
"cottonwood","lyon","MN",27083
"cottonwood falls","chase","KS",20017
"cotuit","barnstable","MA",25001
"cotulla","la salle","TX",48283
"couch","oregon","MO",29149
"couderay","sawyer","WI",55113
"coudersport","potter","PA",42105
"cougar","cowlitz","WA",53015
"coulee city","grant","WA",53025
"coulee dam","douglas","WA",53047
"coulter","franklin","IA",19069
"coulters","allegheny","PA",42003
"coulterville","mariposa","CA",6043
"coulterville","randolph","IL",17157
"counce","hardin","TN",47071
"council","adams","ID",16003
"council","bladen","NC",37017
"council bluffs","pottawattamie","IA",19155
"council grove","morris","KS",20127
"council hill","mcintosh","OK",40101
"counselor","sandoval","NM",35043
"country club hills","cook","IL",NULL
"countyline","stephens","OK",NULL
"coupeville","island","WA",53029
"coupland","williamson","TX",48491
"coupon","cambria","PA",42021
"courtenay","stutsman","ND",38093
"courtland","lawrence","AL",1079
"courtland","sacramento","CA",6067
"courtland","republic","KS",20157
"courtland","nicollet","MN",27103
"courtland","panola","MS",28107
"courtland","southampton","VA",51175
"coushatta","red river parish","LA",22081
"cove","polk","AR",5113
"cove","union","OR",41061
"cove city","craven","NC",37049
"covel","wyoming","WV",54109
"covelo","mendocino","CA",6045
"coventry","tolland","CT",9013
"coventry","kent","RI",44003
"coventry","orleans","VT",50019
"covert","van buren","MI",26159
"covesville","albemarle","VA",51003
"covina","los angeles","CA",6037
"covington","newton","GA",NULL
"covington","fountain","IN",18045
"covington","kenton","KY",21117
"covington","st. tammany parish","LA",22103
"covington","baraga","MI",26013
"covington","miami","OH",39109
"covington","garfield","OK",40047
"covington","tioga","PA",42117
"covington","tipton","TN",47167
"covington","hill","TX",48217
"covington","alleghany","VA",51005
"cowan","franklin","TN",47051
"cowanesque","tioga","PA",42117
"cowansville","armstrong","PA",42005
"coward","florence","SC",45041
"cowarts","houston","AL",1069
"cowden","shelby","IL",17173
"cowdrey","jackson","CO",8057
"cowen","webster","WV",54101
"coweta","wagoner","OK",40145
"cowgill","caldwell","MO",29025
"cowiche","yakima","WA",53077
"cowlesville","wyoming","NY",36121
"cowley","big horn","WY",56003
"cowpens","spartanburg","SC",45083
"coxs creek","nelson","KY",21179
"coxs mills","gilmer","WV",54021
"coxsackie","greene","NY",36039
"coy","wilcox","AL",1131
"coy","lonoke","AR",5085
"coyanosa","pecos","TX",48371
"coyle","payne","OK",40083
"coyote","santa clara","CA",6085
"coyote","rio arriba","NM",35039
"coyote springs","lincoln","NV",NULL
"cozad","dawson","NE",31047
"crab orchard","lincoln","KY",21137
"crab orchard","johnson","NE",31097
"crab orchard","cumberland","TN",47035
"crab orchard","raleigh","WV",54081
"crabtree","linn","OR",41043
"crabtree","westmoreland","PA",42129
"craddockville","accomack","VA",51001
"craftsbury","orleans","VT",50005
"craftsbury common","orleans","VT",50005
"cragford","clay","AL",1027
"cragsmoor","ulster","NY",36111
"craig","prince of wales-hyder census area","AK",2201
"craig","moffat","CO",8081
"craig","holt","MO",29087
"craig","burt","NE",31021
"craigmont","lewis","ID",16061
"craigsville","augusta","VA",51015
"craigsville","nicholas","WV",54067
"craigville","wells","IN",18179
"craley","york","PA",42133
"cramerton","gaston","NC",37071
"cranberry","venango","PA",42121
"cranberry isles","hancock","ME",23009
"cranberry lake","st. lawrence","NY",36089
"cranberry twp","butler","PA",NULL
"cranbury","mercer","NJ",34023
"crandall","murray","GA",13213
"crandall","harrison","IN",18061
"crandall","kaufman","TX",48257
"crandon","forest","WI",55041
"crane","martin","IN",18101
"crane","stone","MO",29209
"crane","richland","MT",30083
"crane","harney","OR",41025
"crane","crane","TX",48103
"crane hill","cullman","AL",1043
"crane lake","st. louis","MN",27137
"cranesville","erie","PA",42049
"cranfills gap","bosque","TX",48035
"cranford","union","NJ",34039
"cranks","harlan","KY",21095
"cranston","providence","RI",44007
"crapo","dorchester","MD",24019
"crary","ramsey","ND",38071
"craryville","columbia","NY",36021
"crater lake","klamath","OR",41035
"crawford","delta","CO",8029
"crawford","oglethorpe","GA",13221
"crawford","lowndes","MS",28087
"crawford","dawes","NE",31045
"crawford","roger mills","OK",40129
"crawford","overton","TN",47133
"crawford","mclennan","TX",48309
"crawford","lewis","WV",54041
"crawfordsville","crittenden","AR",5035
"crawfordsville","washington","IA",19183
"crawfordsville","montgomery","IN",18107
"crawfordsville","linn","OR",41043
"crawfordville","wakulla","FL",12129
"crawfordville","taliaferro","GA",13265
"crawley","greenbrier","WV",54025
"crayne","crittenden","KY",21055
"creal springs","williamson","IL",17199
"cream ridge","monmouth","NJ",34025
"creamery","montgomery","PA",42091
"creede","mineral","CO",8079
"creedmoor","granville","NC",37077
"creekside","indiana","PA",42063
"creighton","cass","MO",29037
"creighton","knox","NE",31107
"creighton","allegheny","PA",42003
"crenshaw","panola","MS",28107
"creola","mobile","AL",1097
"creola","vinton","OH",39163
"creole","cameron parish","LA",22023
"cresbard","faulk","SD",46049
"crescent","mcintosh","GA",13191
"crescent","pottawattamie","IA",19155
"crescent","logan","OK",40083
"crescent","klamath","OR",41035
"crescent","allegheny","PA",42003
"crescent city","del norte","CA",6015
"crescent city","putnam","FL",NULL
"crescent city","iroquois","IL",17075
"crescent lake","klamath","OR",41035
"crescent mills","plumas","CA",6063
"crescent valley","eureka","NV",32011
"cresco","howard","IA",19089
"cresco","monroe","PA",42089
"cressey","merced","CA",6047
"cresskill","bergen","NJ",34003
"cresson","cambria","PA",42021
"cresson","parker","TX",48221
"cressona","schuylkill","PA",42107
"crest hill","will","IL",NULL
"crest park","san bernardino","CA",6071
"crested butte","gunnison","CO",8051
"crestline","san bernardino","CA",6071
"crestline","cherokee","KS",20021
"crestline","crawford","OH",39033
"creston","san luis obispo","CA",6079
"creston","union","IA",19175
"creston","ogle","IL",17141
"creston","ashe","NC",37009
"creston","platte","NE",31141
"creston","wayne","OH",39169
"creston","lincoln","WA",53043
"creston","calhoun","WV",54105
"crestone","saguache","CO",8109
"crestview","okaloosa","FL",12091
"crestwood","oldham","KY",21185
"creswell","washington","NC",37187
"creswell","lane","OR",41039
"crete","will","IL",17197
"crete","saline","NE",31151
"creve coeur","tazewell","IL",NULL
"crewe","nottoway","VA",51135
"criders","rockingham","VA",51165
"crimora","augusta","VA",51015
"cripple creek","teller","CO",8119
"cripple creek","wythe","VA",51197
"crisfield","somerset","MD",24039
"crittenden","grant","KY",21081
"crittenden","erie","NY",36029
"critz","patrick","VA",51141
"crivitz","marinette","WI",55075
"crocheron","dorchester","MD",24019
"crocker","pulaski","MO",29169
"crockett","contra costa","CA",6013
"crockett","morgan","KY",21175
"crockett","houston","TX",48225
"crockett","wythe","VA",51197
"crockett mills","crockett","TN",47033
"crocketts bluff","arkansas","AR",5001
"crocketville","hampton","SC",NULL
"crofton","christian","KY",21047
"crofton","anne arundel","MD",24003
"crofton","knox","NE",31027
"croghan","lewis","NY",36049
"cromona","letcher","KY",21133
"crompond","westchester","NY",36119
"cromwell","middlesex","CT",9007
"cromwell","union","IA",19175
"cromwell","noble","IN",18113
"cromwell","ohio","KY",21183
"cromwell","carlton","MN",27017
"cromwell","seminole","OK",40133
"crook","logan","CO",8075
"crooked creek","bethel census area","AK",2050
"crooks","minnehaha","SD",46099
"crookston","polk","MN",27119
"crookston","cherry","NE",31031
"crooksville","perry","OH",39127
"cropsey","mclean","IL",17113
"cropseyville","rensselaer","NY",36083
"cropwell","st. clair","AL",1115
"crosby","crow wing","MN",27035
"crosby","wilkinson","MS",28005
"crosby","divide","ND",38023
"crosby","mckean","PA",42083
"crosby","harris","TX",48201
"crosbyton","crosby","TX",48107
"cross","berkeley","SC",45015
"cross anchor","spartanburg","SC",45083
"cross city","dixie","FL",12029
"cross fork","clinton","PA",42105
"cross hill","laurens","SC",45059
"cross junction","frederick","VA",51069
"cross plains","ripley","IN",18137
"cross plains","robertson","TN",47147
"cross plains","callahan","TX",48059
"cross plains","dane","WI",55025
"cross river","westchester","NY",36119
"cross timbers","hickory","MO",29085
"cross village","emmet","MI",26047
"crossett","ashley","AR",5003
"crosslake","crow wing","MN",27035
"crossnore","avery","NC",37011
"crossroads","lea","NM",35025
"crossville","dekalb","AL",1049
"crossville","white","IL",17193
"crossville","cumberland","TN",47035
"croswell","sanilac","MI",26151
"crothersville","jackson","IN",18071
"croton","licking","OH",39089
"croton falls","westchester","NY",36119
"croton on hudson","westchester","NY",36119
"crouse","lincoln","NC",37109
"crouseville","aroostook","ME",23003
"crow agency","big horn","MT",30003
"crowder","quitman","MS",28107
"crowder","pittsburg","OK",40121
"crowell","foard","TX",48155
"crowheart","fremont","WY",56013
"crowley","crowley","CO",8025
"crowley","acadia parish","LA",22001
"crowley","tarrant","TX",48439
"crown","clarion","PA",42031
"crown city","gallia","OH",39053
"crown king","yavapai","AZ",4025
"crown point","lake","IN",18089
"crown point","essex","NY",36031
"crownpoint","mckinley","NM",35031
"crownsville","anne arundel","MD",24003
"crows landing","stanislaus","CA",6099
"crowville","franklin parish","LA",22041
"croydon","bucks","PA",NULL
"croydon","morgan","UT",49029
"crozet","albemarle","VA",51003
"crozier","goochland","VA",51075
"crucible","greene","PA",42059
"cruger","holmes","MS",28051
"crum","wayne","WV",54099
"crum lynne","delaware","PA",42045
"crump","hardin","TN",47071
"crumpler","ashe","NC",37009
"crumpton","queen anne's","MD",24035
"crumrod","phillips","AR",5107
"crystal","montcalm","MI",26117
"crystal","pembina","ND",38067
"crystal bay","hennepin","MN",27053
"crystal bay","washoe","NV",32031
"crystal beach","pinellas","FL",12103
"crystal city","jefferson","MO",29099
"crystal city","zavala","TX",48507
"crystal falls","iron","MI",26071
"crystal hill","halifax","VA",51083
"crystal lake","hancock","IA",19081
"crystal lake","mchenry","IL",17111
"crystal river","citrus","FL",NULL
"crystal spring","fulton","PA",42057
"crystal springs","pasco","FL",12057
"crystal springs","copiah","MS",28029
"cub run","hart","KY",21099
"cuba","sumter","AL",1119
"cuba","fulton","IL",17057
"cuba","republic","KS",20157
"cuba","crawford","MO",29055
"cuba","sandoval","NM",35043
"cuba","allegany","NY",36003
"cuba","clinton","OH",39027
"cuba city","grant","WI",55043
"cubero","cibola","NM",35006
"cucumber","mcdowell","WV",54047
"cudahy","milwaukee","WI",55079
"cuddebackville","orange","NY",36071
"cuddy","allegheny","PA",42003
"cuero","dewitt","TX",48123
"cuervo","guadalupe","NM",35019
"culberson","cherokee","NC",37039
"culbertson","roosevelt","MT",30085
"culbertson","hitchcock","NE",31087
"culdesac","nez perce","ID",16069
"culebra","culebra","PR",NULL
"cullen","webster parish","LA",22119
"cullen","charlotte","VA",51037
"culleoka","maury","TN",47119
"cullman","cullman","AL",1043
"culloden","monroe","GA",13207
"culloden","cabell","WV",54011
"cullom","livingston","IL",17105
"cullowhee","jackson","NC",37099
"culp creek","lane","OR",41039
"culpeper","culpeper","VA",51047
"culver","marshall","IN",18099
"culver","jefferson","OR",41031
"culver city","los angeles","CA",6037
"cumberland","cass","IA",19029
"cumberland","harlan","KY",21095
"cumberland","allegany","MD",24001
"cumberland","cumberland","NC",37051
